"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2021-04-22","  3.48 %","  2.39 %","   .95 %","  3.96 %","  3.98 %","  3.01 %","  3.03 %","  4.00 %","  1.39 %","  3.28 %","  2.74 %","  3.69 %","  2.34 %",""
"2021-04-23","  3.93 %","  2.33 %","  5.97 %","  9.90 %","  3.93 %","  4.90 %","  2.15 %","  4.08 %","  1.44 %","  1.50 %","  1.49 %","  2.26 %","  1.03 %",""
"2021-04-24","  3.38 %","   .67 %","  2.76 %"," 15.46 %","  4.09 %","  4.01 %","  3.93 %","  4.85 %","  4.37 %","  2.24 %","  3.59 %","  2.52 %","  5.78 %",""
"2021-04-25","  1.17 %","  3.06 %","  1.28 %","  4.17 %","  3.78 %","  4.61 %","  2.80 %","  6.00 %","  2.45 %","  2.65 %","  2.00 %","  1.30 %","  1.25 %",""
"2021-04-26","  3.73 %","  1.87 %","  2.85 %","  4.16 %","  4.43 %","  3.86 %","  4.77 %","  4.69 %","  2.93 %","  2.58 %","  1.55 %","  1.81 %","  1.13 %",""
"2021-04-27","  5.03 %","  2.79 %","  6.12 %","  2.23 %","  4.63 %","  3.79 %","  5.03 %","  1.83 %","  3.17 %","  1.38 %","  3.59 %","  2.50 %","  6.01 %",""
"2021-04-28","  3.55 %","  7.90 %","  4.72 %","  5.75 %","  4.65 %","  4.21 %","  3.76 %","  2.37 %","  1.60 %","   .85 %","  1.85 %","  5.22 %","  1.90 %",""
"2021-04-29","  4.85 %","  6.12 %","  3.22 %","  5.58 %","  4.21 %","  3.98 %","  3.67 %","  3.36 %","  1.02 %","  5.77 %","  2.72 %","  4.83 %","  4.48 %",""
"2021-04-30","  5.14 %","  1.40 %","  6.59 %","  3.54 %","  3.50 %","  2.82 %","  5.25 %","  4.71 %","  2.01 %","  6.04 %","  2.27 %","  2.21 %","  2.95 %",""
"2021-05-01","  3.62 %","  7.76 %","  2.71 %","  4.16 %","  4.01 %","  1.85 %","  4.04 %","  4.05 %","  4.04 %","  2.02 %","  2.43 %","  2.74 %","  2.27 %",""
"2021-05-02","  1.65 %","  1.68 %","  5.08 %","  5.40 %","  4.38 %","  1.98 %","  2.09 %","  2.76 %","  2.70 %","  6.25 %","  3.84 %","  3.01 %","  2.63 %",""
"2021-05-03","  3.52 %","  5.09 %","  3.66 %","  6.37 %","  3.30 %","  2.09 %","  2.15 %","  1.60 %","  4.20 %","  1.11 %","  6.19 %","  3.38 %","  3.91 %",""
"2021-05-04","  3.46 %","  9.92 %","  3.14 %","  4.54 %","  4.40 %","  1.99 %","  3.77 %","  5.80 %","  6.20 %","  4.22 %","  2.81 %","  4.15 %","  3.00 %",""
"2021-05-05","  5.33 %"," 10.08 %","  5.74 %","  6.53 %","  4.18 %","  1.78 %","  4.24 %","  2.81 %","  5.69 %","  4.29 %","  6.89 %","  4.99 %","  4.57 %",""
"2021-05-06","  4.28 %","  4.16 %","  6.67 %","  6.90 %","  4.53 %","  3.04 %","  3.60 %","  4.29 %","  5.07 %","  4.03 %","  3.27 %","  5.15 %","  7.08 %",""
"2021-05-07","  6.54 %","  4.28 %","  5.65 %","  5.01 %","  5.52 %","  2.17 %","  5.51 %","  1.95 %","  2.53 %","  2.60 %","  4.02 %","  5.57 %","  9.02 %",""
"2021-05-08","  4.15 %","  8.32 %","  2.98 %","  7.17 %","  4.51 %","  2.25 %","  2.47 %","  1.98 %","  4.62 %","  7.31 %","  5.05 %","  4.76 %","  4.15 %",""
"2021-05-09","  1.29 %","   .16 %","  3.78 %","  1.52 %","  3.04 %","  1.98 %","   .88 %","  2.61 %","  4.56 %","  1.83 %","  4.70 %","  3.60 %","  3.37 %",""
"2021-05-10","  1.39 %","  3.11 %","  3.34 %","  4.67 %","  2.27 %","  1.57 %","  1.95 %","  3.13 %","  2.09 %","  3.90 %","  2.93 %","  2.71 %","  5.37 %",""
"2021-05-11","  4.75 %","   .75 %","  2.39 %","  1.57 %","  2.63 %","  1.69 %","  4.25 %","  2.98 %","  3.28 %","  8.74 %","  3.11 %","  2.99 %","  8.05 %",""
"2021-05-12","  4.58 %","  4.89 %","  3.05 %","  3.85 %","  2.73 %","  2.34 %","  3.14 %","  3.76 %","  3.33 %","  5.07 %","  3.93 %","  3.30 %","  7.53 %",""
"2021-05-13","  3.01 %","  2.11 %","  4.34 %","  3.28 %","  2.37 %","  3.40 %","  2.02 %","  3.06 %","  2.91 %","  6.32 %","  4.98 %","  2.39 %","  3.75 %",""
"2021-05-14","  3.72 %","  1.11 %","  2.81 %","  2.07 %","  1.75 %","  2.05 %","  1.79 %","  2.95 %","  4.07 %","  5.57 %","  3.26 %","  2.34 %","  3.26 %",""
"2021-05-15","  4.55 %","  3.97 %","  2.93 %","   .74 %","  1.55 %","  1.10 %","  3.43 %","  3.85 %","  4.28 %","   .94 %","  3.67 %","  1.27 %","  4.72 %",""
"2021-05-16","   .84 %","  4.23 %","  2.79 %","   .72 %","  1.34 %","  1.35 %"," -1.06 %","  3.01 %","  1.67 %","  6.53 %","  4.35 %","  1.28 %","  3.70 %",""
"2021-05-17","  2.55 %","  1.22 %","  5.78 %","  2.65 %","   .79 %","  1.08 %","   .34 %","  1.53 %","  2.95 %","  3.89 %","  2.50 %","  1.32 %","  2.33 %",""
"2021-05-18","  3.98 %","  4.22 %","  2.37 %","  2.09 %","  1.28 %","  1.27 %","  1.42 %","  3.74 %","  1.88 %","  4.00 %","  2.84 %","  1.18 %","  1.73 %",""
"2021-05-19","  3.49 %","  2.09 %","  4.31 %","  4.02 %","   .90 %","  1.24 %","  1.97 %","  2.52 %","  1.33 %","  5.07 %","  1.34 %","  1.07 %","  1.94 %",""
"2021-05-20","  2.10 %","  6.85 %","  2.34 %","  1.48 %","   .58 %","  1.23 %","  1.29 %","  1.04 %","  2.92 %","  2.17 %","  2.47 %","  1.56 %","   .68 %",""
"2021-05-21","  2.11 %","  4.96 %","  2.65 %","   .75 %","   .71 %","  1.18 %","  1.71 %","  1.21 %","  2.67 %","  2.87 %","   .99 %","  1.17 %","   .85 %",""
"2021-05-22","  2.45 %","   .88 %","  1.73 %","  1.38 %","   .62 %","  1.02 %","   .77 %","  2.01 %","  1.64 %","  1.89 %","  2.13 %","   .55 %","   .55 %",""
"2021-05-23","   .58 %","   .98 %","  1.72 %","  1.12 %","   .72 %","   .79 %","   .67 %","   .95 %","  2.62 %","  2.52 %","  2.05 %","  1.62 %","   .90 %",""
"2021-05-24","   .88 %","   .69 %","  1.83 %","   .64 %","   .42 %","   .57 %","   .66 %","  1.08 %","   .90 %","  1.58 %","   .35 %","  1.05 %","   .79 %",""
"2021-05-25","  2.49 %","  1.50 %","  2.33 %","  1.12 %","   .52 %","   .43 %","   .62 %","   .71 %","  1.72 %","  2.19 %","  1.91 %","  1.32 %","  1.01 %",""
"2021-05-26","  1.55 %","  1.44 %","  1.76 %","   .42 %","   .41 %","   .60 %","  1.09 %","  1.25 %","  1.67 %","  1.30 %","  1.39 %","  2.36 %","   .72 %",""
"2021-05-27","  1.82 %","  1.54 %","  1.51 %","   .61 %","   .33 %","   .46 %","   .76 %","  1.15 %","  3.38 %","  1.29 %","   .36 %","   .58 %","   .93 %",""
"2021-05-28","  1.33 %","  1.89 %","  1.00 %","   .75 %","   .41 %","   .62 %","   .59 %","   .59 %","  1.01 %","  1.00 %","  1.07 %","   .47 %","   .67 %",""
"2021-05-29","  1.29 %","  1.27 %","  1.96 %","   .40 %","   .28 %","   .39 %","   .51 %","   .61 %","  2.76 %","   .44 %","   .55 %","   .26 %","   .87 %",""
"2021-05-30","   .21 %","   .08 %","   .82 %","   .32 %","   .23 %","   .33 %","   .17 %","   .62 %","  3.45 %","   .64 %","   .65 %","   .25 %","   .21 %",""
"2021-05-31","   .80 %","   .93 %","   .60 %","   .47 %","   .20 %","   .22 %","   .46 %","   .52 %","   .90 %","   .47 %","   .29 %","   .48 %","   .44 %",""
"2021-06-01","  1.33 %","   .83 %","   .87 %","   .19 %","   .27 %","   .24 %","   .32 %","   .20 %","   .31 %","   .23 %","   .17 %","   .16 %","   .25 %",""
"2021-06-02","   .52 %","   .18 %","   .54 %","   .06 %","   .21 %","   .35 %","   .34 %","   .35 %","  1.51 %","   .61 %","   .54 %","   .12 %","   .16 %",""
"2021-06-03","   .44 %","   .33 %","   .46 %","   .03 %","   .13 %","   .21 %","   .21 %","   .07 %","   .26 %","   .16 %","   .14 %","   .19 %","   .18 %",""
"2021-06-04","   .91 %","   .29 %","   .49 %","   .33 %","   .20 %","   .23 %","   .36 %","   .27 %","   .60 %","   .41 %","   .31 %","   .21 %","   .10 %",""
"2021-06-05","  1.11 %","   .17 %","   .38 %","   .10 %","   .12 %","   .20 %","   .23 %","   .14 %","   .23 %","   .12 %","   .20 %","   .09 %","   .19 %",""
"2021-06-06","   .07 %","   .12 %","   .21 %","   .06 %","   .12 %","   .14 %","   .07 %","   .12 %","   .71 %","   .11 %","   .36 %","   .07 %","   .20 %",""
"2021-06-07","   .59 %","   .04 %","   .20 %","   .16 %","   .09 %","   .13 %","   .10 %","   .11 %","   .14 %","   .04 %","   .15 %","   .11 %","   .09 %",""
"2021-06-08","   .40 %","   .25 %","   .21 %","   .19 %","   .13 %","   .14 %","   .16 %","   .04 %","  1.02 %","   .20 %","   .22 %","   .11 %","   .07 %",""
"2021-06-09","   .82 %","   .31 %","   .23 %","   .11 %","   .11 %","   .16 %","   .14 %","   .21 %","   .37 %","   .12 %","   .11 %","   .05 %","   .16 %",""
"2021-06-10","   .22 %","   .29 %","   .25 %","   .20 %","   .09 %","   .11 %","   .17 %","   .08 %","   .16 %","   .27 %","   .05 %","   .08 %","   .09 %",""
"2021-06-11","   .12 %","   .29 %","   .10 %","   .37 %","   .09 %","   .09 %","   .02 %","   .05 %","   .42 %","   .06 %","   .09 %","   .02 %","   .07 %",""
"2021-06-12","   .27 %","   .42 %","   .11 %","   .36 %","   .12 %","   .19 %","   .15 %","   .08 %","   .51 %","   .10 %","   .10 %","   .05 %","   .03 %",""
"2021-06-13","   .11 %","   .15 %","   .10 %","   .16 %","   .06 %","   .11 %","   .06 %","   .05 %","   .06 %","   .06 %","   .13 %","   .04 %","   .19 %",""
"2021-06-14","   .19 %","   .15 %","   .09 %","   .10 %","   .07 %","   .13 %","   .06 %","   .07 %","   .08 %","   .11 %","   .01 %","   .07 %","   .32 %",""
"2021-06-15","   .22 %","   .23 %","   .06 %","   .14 %","   .05 %","   .10 %","   .07 %","   .04 %","   .20 %","   .09 %","   .11 %","   .05 %","   .22 %",""
"2021-06-16","   .18 %","   .04 %","   .08 %","   .10 %","   .07 %","   .19 %","   .08 %","   .16 %","   .27 %","   .18 %","   .13 %","   .03 %","   .17 %",""
"2021-06-17","   .15 %","   .23 %","   .07 %","   .37 %","   .05 %","   .09 %","   .03 %","   .08 %","   .30 %","   .09 %","   .07 %","   .07 %","   .05 %",""
"2021-06-18","   .15 %","   .06 %","   .06 %","   .11 %","   .06 %","   .09 %","   .04 %","   .08 %","   .16 %","   .15 %","   .07 %","   .03 %","   .03 %",""
"2021-06-19","   .22 %","   .02 %","   .01 %","   .04 %","   .09 %","   .04 %","   .05 %","   .05 %","   .01 %","   .09 %","   .14 %","   .04 %","   .07 %",""
"2021-06-20","   .00 %","   .00 %","   .01 %","   .07 %","   .05 %","   .02 %","   .01 %","   .02 %","   .04 %","   .12 %","   .09 %","   .03 %","   .19 %",""
"2021-06-21","   .11 %","   .08 %","   .08 %","   .03 %","   .06 %","   .02 %","   .03 %","   .03 %","   .04 %","   .02 %","   .04 %","   .07 %","   .11 %",""
"2021-06-22","   .21 %","   .02 %","   .05 %","   .24 %","   .07 %","   .02 %","   .04 %","   .02 %","   .09 %","   .11 %","   .03 %","   .01 %","   .02 %",""
"2021-06-23","   .19 %","   .09 %","   .05 %","   .18 %","   .04 %","   .02 %","   .04 %","   .01 %","   .13 %","   .02 %","   .01 %","   .03 %","   .07 %",""
"2021-06-24","   .06 %","   .06 %","   .04 %","   .07 %","   .05 %","   .01 %","   .03 %","   .07 %","   .02 %","   .07 %","   .05 %","   .01 %","   .03 %",""
"2021-06-25","   .20 %","   .00 %","   .03 %","   .01 %","   .05 %","   .03 %","   .02 %","   .01 %","   .08 %","   .09 %","   .05 %","   .01 %","   .03 %",""
"2021-06-26","   .06 %","   .08 %","   .04 %","   .06 %","   .04 %","   .04 %","   .05 %","   .02 %","   .44 %","   .09 %","   .04 %","   .01 %","   .03 %",""
"2021-06-27","   .01 %","   .08 %","   .01 %","   .06 %","   .04 %","   .01 %","   .01 %","   .04 %","   .02 %","   .02 %","   .04 %","   .02 %","   .02 %",""
"2021-06-28","   .07 %","   .11 %","   .08 %","   .07 %","   .07 %","   .03 %","   .03 %","   .05 %","   .21 %","   .11 %","   .05 %","   .02 %","   .14 %",""
"2021-06-29","   .26 %","   .06 %","   .02 %","   .06 %","   .07 %","   .03 %","   .08 %","   .01 %","   .15 %","   .01 %","   .05 %","   .02 %","   .09 %",""
"2021-06-30","   .02 %","   .06 %","   .03 %","   .07 %","   .17 %","   .11 %","   .07 %","   .02 %","   .10 %","   .06 %","   .07 %","   .02 %","   .08 %",""
"2021-07-01","   .03 %","   .11 %","   .06 %","   .10 %","   .03 %","   .02 %","   .03 %","   .03 %","   .25 %","   .06 %","   .02 %","   .01 %","   .06 %",""
"2021-07-02","   .02 %","   .02 %","   .04 %","   .01 %","   .05 %","   .02 %","   .04 %","   .02 %","   .13 %","   .02 %","   .01 %","   .01 %","   .05 %",""
"2021-07-03","   .04 %","   .02 %","   .01 %","   .04 %","   .08 %","   .02 %","   .02 %","   .03 %","   .15 %","   .04 %","   .05 %","   .00 %","   .18 %",""
"2021-07-04","","","   .03 %","   .03 %","   .02 %","   .03 %","   .02 %","   .01 %","   .05 %","   .10 %","   .02 %","   .02 %","   .06 %",""
"2021-07-05","   .05 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .02 %","","   .07 %","   .04 %","   .01 %","   .02 %","   .14 %",""
